cell,violations,latitude,longitude,junction_label,police_station,is_named_junction,label,event_congestion_raw,strategic_raw,junction_raw,c_violation,c_event,c_junction,c_strategic,impact_score,top_violations,peak_hour,peak_hour_label
"12.979,77.543",62,12.978562425992882,77.54274734768276,BTP067 - Jai Muni Rao Circle,Magadi Road,1,BTP067 - Jai Muni Rao Circle,1.5,1,0.5069160997732426,0.013832199546485261,0.015151515151515152,0.5069160997732426,1.0,21.14,No Parking 46% · Wrong Parking 46%,3,03:00–04:00 IST
"12.938,77.585",71,12.937621711267605,77.58512833661972,BTP187 - South End Circle,Wilson Garden,1,BTP187 - South End Circle,1.0,1,0.5079365079365079,0.015873015873015872,0.010101010101010102,0.5079365079365079,1.0,21.13,No Parking 66% · Wrong Parking 18%,12,12:00–13:00 IST
"12.968,77.568",9,12.967853411111111,77.56802868888889,BTP085 - Briyand Circle,Chamarajpet,1,BTP085 - Briyand Circle,4.0,1,0.500907029478458,0.0018140589569160999,0.04040404040404041,0.500907029478458,1.0,21.11,No Parking 58% · Parking In A Main Road 17%,2,02:00–03:00 IST
"12.986,77.552",27,12.98583755925926,77.55201894814816,BTP061 - Bhashyam Circle,Rajajinagar,1,BTP061 - Bhashyam Circle,3.0,1,0.5029478458049886,0.0058956916099773245,0.030303030303030304,0.5029478458049886,1.0,21.08,Wrong Parking 52% · No Parking 41%,5,05:00–06:00 IST
"12.957,77.574",6,12.95706725,77.57409158333333,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),1,BTP105 - Shivasankara Circle,4.0,1,0.5005668934240363,0.0011337868480725624,0.04040404040404041,0.5005668934240363,1.0,21.07,Wrong Parking 100%,8,08:00–09:00 IST
"12.96,77.575",66,12.959662193939394,77.57516005606061,BTP104 - Medical College Circle,City Market,1,BTP104 - Medical College Circle,1.0,1,0.5073696145124716,0.01473922902494331,0.010101010101010102,0.5073696145124716,1.0,21.06,Wrong Parking 98% · No Parking 2%,9,09:00–10:00 IST
"12.916,77.586",25,12.916031572,77.58580737999999,"BTP177 - Aurobindo Circle, ORR",J.P. Nagar,1,"BTP177 - Aurobindo Circle, ORR",3.0,1,0.5027210884353741,0.005442176870748299,0.030303030303030304,0.5027210884353741,1.0,21.06,Wrong Parking 81% · No Parking 11%,2,02:00–03:00 IST
"12.998,77.543",85,12.998262701176472,77.54299915058824,"BTP206 - Shankara Mutt Circle, Vijayanagar",Vijayanagara,1,"BTP206 - Shankara Mutt Circle, Vijayanagar",0.0,1,0.5095238095238095,0.01904761904761905,0.0,0.5095238095238095,1.0,21.05,Wrong Parking 82% · No Parking 12%,12,12:00–13:00 IST
"12.966,77.642",85,12.966196125882353,77.64160174,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",0.0,1,0.5095238095238095,0.01904761904761905,0.0,0.5095238095238095,1.0,21.05,No Parking 51% · Parking In A Main Road 24%,13,13:00–14:00 IST
"12.96,77.574",22,12.959896800000001,77.57409499090909,BTP104 - Medical College Circle,V.V.Puram (C.Pet),1,BTP104 - Medical College Circle,3.0,1,0.5023809523809524,0.004761904761904762,0.030303030303030304,0.5023809523809524,1.0,21.02,No Parking 83% · Wrong Parking 13%,10,10:00–11:00 IST
"12.937,77.58",2,12.9374123,77.5801436,BTP187 - South End Circle,Wilson Garden,1,BTP187 - South End Circle,4.0,1,0.5001133786848072,0.00022675736961451248,0.04040404040404041,0.5001133786848072,1.0,21.02,No Parking 100%,6,06:00–07:00 IST
"12.969,77.57",22,12.968859550000001,77.57021148181819,BTP085 - Briyand Circle,Chamarajpet,1,BTP085 - Briyand Circle,3.0,1,0.5023809523809524,0.004761904761904762,0.030303030303030304,0.5023809523809524,1.0,21.02,No Parking 52% · Parking In A Main Road 30%,7,07:00–08:00 IST
"12.978,77.549",21,12.978078109523809,77.54898272380953,BTP069 - MC Circle,Magadi Road,1,BTP069 - MC Circle,3.0,1,0.5022675736961452,0.0045351473922902496,0.030303030303030304,0.5022675736961452,1.0,21.01,Wrong Parking 62% · No Parking 38%,10,10:00–11:00 IST
"12.971,77.547",82,12.971250031707317,77.54659152439024,BTP020 - Hosahalli Metro Station,Vijayanagara,1,BTP020 - Hosahalli Metro Station,0.0,1,0.5091836734693878,0.018367346938775512,0.0,0.5091836734693878,1.0,21.01,No Parking 76% · Wrong Parking 20%,4,04:00–05:00 IST
"12.964,77.642",81,12.963783930473564,77.64157731586496,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",0.0,1,0.5090702947845805,0.018140589569160998,0.0,0.5090702947845805,1.0,21.0,No Parking 40% · Wrong Parking 29%,14,14:00–15:00 IST
"12.99,77.556",80,12.98984735625,77.556003205,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,1,"BTP204 - ESI Hospital, Rajajinagar",0.0,1,0.5089569160997732,0.017913832199546485,0.0,0.5089569160997732,1.0,20.99,Wrong Parking 85% · No Parking 15%,13,13:00–14:00 IST
"12.963,77.578",49,12.963035659183674,77.57758598530613,BTP082 - KR Market Junction,City Market,1,BTP082 - KR Market Junction,1.5,1,0.5054421768707483,0.010884353741496598,0.015151515151515152,0.5054421768707483,1.0,20.98,Wrong Parking 65% · Parking In A Main Road 17%,10,10:00–11:00 IST
"12.918,77.574",59,12.917671771027194,77.57397766440678,"BTP115 - Sahasra Hospital, Jayanagar",Jayanagara,1,"BTP115 - Sahasra Hospital, Jayanagar",1.0,1,0.5065759637188209,0.013151927437641724,0.010101010101010102,0.5065759637188209,1.0,20.98,No Parking 52% · Wrong Parking 41%,3,03:00–04:00 IST
"12.906,77.592",18,12.906304305555556,77.59203032777778,BTP222 - Delmia Circle,J.P. Nagar,1,BTP222 - Delmia Circle,3.0,1,0.5019274376417233,0.003854875283446712,0.030303030303030304,0.5019274376417233,1.0,20.97,No Parking 52% · Wrong Parking 26%,2,02:00–03:00 IST
"12.964,77.571",17,12.964246505882352,77.57111362352941,BTP085 - Briyand Circle,Chamarajpet,1,BTP085 - Briyand Circle,3.0,1,0.5018140589569161,0.0036281179138321997,0.030303030303030304,0.5018140589569161,1.0,20.96,Wrong Parking 50% · No Parking 44%,6,06:00–07:00 IST
"12.971,77.594",16,12.971285706249999,77.59387164374999,BTP063 - Siddalingaiah Circle,Halasuru Gate,1,BTP063 - Siddalingaiah Circle,3.0,1,0.5017006802721088,0.003401360544217687,0.030303030303030304,0.5017006802721088,1.0,20.94,No Parking 94% · Wrong Parking 6%,8,08:00–09:00 IST
"12.975,77.546",76,12.974564440789473,77.54595689473683,BTP020 - Hosahalli Metro Station,Vijayanagara,1,BTP020 - Hosahalli Metro Station,0.0,1,0.5085034013605442,0.017006802721088437,0.0,0.5085034013605442,1.0,20.94,No Parking 56% · Wrong Parking 41%,4,04:00–05:00 IST
"12.907,77.573",15,12.906742553568765,77.57326458244573,"BTP159 - JP Nagar Metro, ORR",J.P. Nagar,1,"BTP159 - JP Nagar Metro, ORR",3.0,1,0.5015873015873016,0.0031746031746031746,0.030303030303030304,0.5015873015873016,1.0,20.93,No Parking 63% · Parking In A Main Road 16%,2,02:00–03:00 IST
"12.956,77.577",34,12.956346247058823,77.57711485,BTP118 - Basappa Circle,City Market,1,BTP118 - Basappa Circle,2.0,1,0.5037414965986394,0.007482993197278911,0.020202020202020204,0.5037414965986394,1.0,20.92,Wrong Parking 75% · No Parking 19%,10,10:00–11:00 IST
"12.961,77.558",13,12.960749038461538,77.55783160769231,BTP091 - Sirsi Circle,Chamarajpet,1,BTP091 - Sirsi Circle,3.0,1,0.501360544217687,0.0027210884353741495,0.030303030303030304,0.501360544217687,1.0,20.91,No Parking 39% · Wrong Parking 30%,1,01:00–02:00 IST
"12.921,77.586",3,12.920875133333332,77.58593293333332,"BTP177 - Aurobindo Circle, ORR",Jayanagara,1,"BTP177 - Aurobindo Circle, ORR",3.5,1,0.5002267573696145,0.00045351473922902497,0.03535353535353535,0.5002267573696145,1.0,20.91,No Parking 100%,4,04:00–05:00 IST
"12.979,77.542",74,12.978640481081081,77.54195726756757,BTP067 - Jai Muni Rao Circle,Vijayanagara,1,BTP067 - Jai Muni Rao Circle,0.0,1,0.5082766439909298,0.01655328798185941,0.0,0.5082766439909298,1.0,20.91,Wrong Parking 59% · No Parking 32%,11,11:00–12:00 IST
"12.977,77.584",33,12.97677076060606,77.58374011212122,BTP037 - KR Circle,Upparpet,1,BTP037 - KR Circle,2.0,1,0.5036281179138322,0.0072562358276643995,0.020202020202020204,0.5036281179138322,1.0,20.9,Wrong Parking 89% · Parking In A Main Road 8%,4,04:00–05:00 IST
"12.986,77.588",12,12.985846341666667,77.58834585833334,"BTP033 - Sophia High School, Sankey Road",High ground,1,"BTP033 - Sophia High School, Sankey Road",3.0,1,0.5012471655328798,0.002494331065759637,0.030303030303030304,0.5012471655328798,1.0,20.89,Wrong Parking 92% · No Parking 8%,1,01:00–02:00 IST
"12.979,77.578",873,12.979008455326461,77.5781148609393,BTP058 - Subbanna Junction,Upparpet,1,BTP058 - Subbanna Junction,0.0,0,0.5988662131519275,0.19773242630385487,0.0,0.5988662131519275,0.0,20.88,No Parking 65% · Wrong Parking 31%,1,01:00–02:00 IST
"12.955,77.544",10,12.9546318817798,77.54412756195815,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,1,"BTP095 - Satellite Bus Stand, Mysore Road",3.0,1,0.5010204081632653,0.0020408163265306124,0.030303030303030304,0.5010204081632653,1.0,20.87,Wrong Parking 58% · No Parking 25%,1,01:00–02:00 IST
"12.977,77.565",10,12.97697064,77.56468864,BTP074 - Leprosy Hospital Junction,Magadi Road,1,BTP074 - Leprosy Hospital Junction,3.0,1,0.5010204081632653,0.0020408163265306124,0.030303030303030304,0.5010204081632653,1.0,20.87,Wrong Parking 64% · No Parking 27%,3,03:00–04:00 IST
"12.975,77.549",10,12.974704959924717,77.54870106789991,BTP069 - MC Circle,Magadi Road,1,BTP069 - MC Circle,3.0,1,0.5010204081632653,0.0020408163265306124,0.030303030303030304,0.5010204081632653,1.0,20.87,No Parking 70% · Wrong Parking 30%,11,11:00–12:00 IST
"12.969,77.576",71,12.969187880281691,77.57587587323944,BTP082 - KR Market Junction,City Market,1,BTP082 - KR Market Junction,0.0,1,0.5079365079365079,0.015873015873015872,0.0,0.5079365079365079,1.0,20.87,Wrong Parking 82% · No Parking 18%,9,09:00–10:00 IST
"12.963,77.598",70,12.962657555714287,77.59843168,BTP100 - Richmond Circle,Ashok Nagar,1,BTP100 - Richmond Circle,0.0,1,0.5078231292517007,0.015646258503401362,0.0,0.5078231292517007,1.0,20.86,No Parking 94% · Wrong Parking 4%,4,04:00–05:00 IST
"12.967,77.568",29,12.967014372413793,77.5680890724138,BTP085 - Briyand Circle,Chamarajpet,1,BTP085 - Briyand Circle,2.0,1,0.5031746031746032,0.006349206349206349,0.020202020202020204,0.5031746031746032,1.0,20.85,No Parking 87% · Wrong Parking 10%,2,02:00–03:00 IST
"12.959,77.593",7,12.959002857142858,77.59329857142858,"BTP101 - Blood Bank Circle, KH Road",Halasuru Gate,1,"BTP101 - Blood Bank Circle, KH Road",3.0,1,0.5006802721088436,0.0013605442176870747,0.030303030303030304,0.5006802721088436,1.0,20.83,No Parking 71% · Wrong Parking 29%,5,05:00–06:00 IST
"12.953,77.591",16,12.95276125,77.5909178,BTP121 - KH Circle,Wilson Garden,1,BTP121 - KH Circle,2.5,1,0.5017006802721088,0.003401360544217687,0.025252525252525252,0.5017006802721088,1.0,20.82,No Parking 88% · Wrong Parking 12%,8,08:00–09:00 IST
"12.989,77.582",6,12.988893833333334,77.58222278333334,BTP054 - Shivananda Circle,High ground,1,BTP054 - Shivananda Circle,3.0,1,0.5005668934240363,0.0011337868480725624,0.030303030303030304,0.5005668934240363,1.0,20.82,No Parking 60% · Using Black Film/Other Materials 20%,6,06:00–07:00 IST
"12.937,77.603",5,12.9367874,77.60289718,BTP126 - Dairy Circle,Mico Layout,1,BTP126 - Dairy Circle,3.0,1,0.500453514739229,0.0009070294784580499,0.030303030303030304,0.500453514739229,1.0,20.81,Parking In A Main Road 50% · Wrong Parking 50%,13,13:00–14:00 IST
"12.988,77.56",15,12.987773126666667,77.55977472,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",Rajajinagar,1,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",2.5,1,0.5015873015873016,0.0031746031746031746,0.025252525252525252,0.5015873015873016,1.0,20.81,Wrong Parking 88% · Defective Number Plate 6%,10,10:00–11:00 IST
"12.98,77.564",23,12.9800558,77.5643059826087,BTP074 - Leprosy Hospital Junction,Magadi Road,1,BTP074 - Leprosy Hospital Junction,2.0,1,0.5024943310657597,0.004988662131519274,0.020202020202020204,0.5024943310657597,1.0,20.78,No Parking 42% · Wrong Parking 22%,11,11:00–12:00 IST
"12.958,77.574",3,12.9582143,77.57390303333334,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),1,BTP105 - Shivasankara Circle,3.0,1,0.5002267573696145,0.00045351473922902497,0.030303030303030304,0.5002267573696145,1.0,20.78,No Parking 60% · Parking In A Main Road 40%,5,05:00–06:00 IST
"12.975,77.566",3,12.974836400000001,77.56587080000001,BTP074 - Leprosy Hospital Junction,Magadi Road,1,BTP074 - Leprosy Hospital Junction,3.0,1,0.5002267573696145,0.00045351473922902497,0.030303030303030304,0.5002267573696145,1.0,20.78,No Parking 100%,6,06:00–07:00 IST
"12.976,77.563",3,12.975687066666666,77.5629984,BTP074 - Leprosy Hospital Junction,Magadi Road,1,BTP074 - Leprosy Hospital Junction,3.0,1,0.5002267573696145,0.00045351473922902497,0.030303030303030304,0.5002267573696145,1.0,20.78,Wrong Parking 100%,2,02:00–03:00 IST
"12.939,77.598",3,12.9385907,77.5982967,BTP126 - Dairy Circle,Wilson Garden,1,BTP126 - Dairy Circle,3.0,1,0.5002267573696145,0.00045351473922902497,0.030303030303030304,0.5002267573696145,1.0,20.78,No Parking 67% · Wrong Parking 33%,9,09:00–10:00 IST
"12.971,77.596",63,12.971335728571427,77.5960833984127,BTP063 - Siddalingaiah Circle,Cubbon Park,1,BTP063 - Siddalingaiah Circle,0.0,1,0.5070294784580499,0.014058956916099773,0.0,0.5070294784580499,1.0,20.77,No Parking 79% · Wrong Parking 11%,10,10:00–11:00 IST
"12.973,77.594",2,12.972645,77.5944317,BTP063 - Siddalingaiah Circle,Cubbon Park,1,BTP063 - Siddalingaiah Circle,3.0,1,0.5001133786848072,0.00022675736961451248,0.030303030303030304,0.5001133786848072,1.0,20.77,No Parking 100%,9,09:00–10:00 IST
"12.917,77.585",2,12.91716755,77.58468975,"BTP177 - Aurobindo Circle, ORR",Jayanagara,1,"BTP177 - Aurobindo Circle, ORR",3.0,1,0.5001133786848072,0.00022675736961451248,0.030303030303030304,0.5001133786848072,1.0,20.77,Wrong Parking 50% · No Parking 50%,3,03:00–04:00 IST
"12.98,77.54",2,12.9797152,77.5398072,BTP067 - Jai Muni Rao Circle,Magadi Road,1,BTP067 - Jai Muni Rao Circle,3.0,1,0.5001133786848072,0.00022675736961451248,0.030303030303030304,0.5001133786848072,1.0,20.77,Wrong Parking 100%,5,05:00–06:00 IST
"12.961,77.642",2,12.9605894,77.6422873,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",3.0,1,0.5001133786848072,0.00022675736961451248,0.030303030303030304,0.5001133786848072,1.0,20.77,No Parking 100%,3,03:00–04:00 IST
"12.962,77.561",2,12.96153125,77.5609417,BTP091 - Sirsi Circle,Chamarajpet,1,BTP091 - Sirsi Circle,3.0,1,0.5001133786848072,0.00022675736961451248,0.030303030303030304,0.5001133786848072,1.0,20.77,No Parking 50% · Wrong Parking 50%,3,03:00–04:00 IST
"12.986,77.537",63,12.98617835873016,77.53723151428572,BTP208 - Havanur Circle,Kamakshipalya,1,BTP208 - Havanur Circle,0.0,1,0.5070294784580499,0.014058956916099773,0.0,0.5070294784580499,1.0,20.77,Wrong Parking 95% · No Parking 3%,10,10:00–11:00 IST
"13.014,77.585",1,13.0144836,77.585272,BTP030 - Mekhri Circle,R.T. Nagar,1,BTP030 - Mekhri Circle,3.0,1,0.5,0.0,0.030303030303030304,0.5,1.0,20.76,No Parking 100%,11,11:00–12:00 IST
"12.987,77.589",1,12.9865075,77.5886271,"BTP033 - Sophia High School, Sankey Road",High ground,1,"BTP033 - Sophia High School, Sankey Road",3.0,1,0.5,0.0,0.030303030303030304,0.5,1.0,20.76,Wrong Parking 100%,1,01:00–02:00 IST
"12.972,77.537",62,12.971879679340075,77.53729625442367,BTP028 - Vijayanagar Bus Stand Junction,Vijayanagara,1,BTP028 - Vijayanagar Bus Stand Junction,0.0,1,0.5069160997732426,0.013832199546485261,0.0,0.5069160997732426,1.0,20.76,Wrong Parking 66% · No Parking 29%,9,09:00–10:00 IST
"12.952,77.589",11,12.952284718181819,77.58892903636364,BTP121 - KH Circle,Wilson Garden,1,BTP121 - KH Circle,2.5,1,0.5011337868480725,0.0022675736961451248,0.025252525252525252,0.5011337868480725,1.0,20.76,No Parking 64% · Using Black Film/Other Materials 14%,5,05:00–06:00 IST
"12.965,77.639",1,12.96458,77.6393067,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",3.0,1,0.5,0.0,0.030303030303030304,0.5,1.0,20.76,Parking In A Main Road 50% · No Parking 50%,4,04:00–05:00 IST
"12.967,77.579",62,12.967224282258066,77.57886229516129,BTP082 - KR Market Junction,Halasuru Gate,1,BTP082 - KR Market Junction,0.0,1,0.5069160997732426,0.013832199546485261,0.0,0.5069160997732426,1.0,20.76,Wrong Parking 91% · Defective Number Plate 5%,10,10:00–11:00 IST
"12.96,77.559",1,12.9604403,77.5592615,BTP091 - Sirsi Circle,Chamarajpet,1,BTP091 - Sirsi Circle,3.0,1,0.5,0.0,0.030303030303030304,0.5,1.0,20.76,No Parking 100%,6,06:00–07:00 IST
"12.936,77.602",61,12.93642425737705,77.60170427704918,BTP126 - Dairy Circle,Mico Layout,1,BTP126 - Dairy Circle,0.0,1,0.5068027210884354,0.013605442176870748,0.0,0.5068027210884354,1.0,20.75,Wrong Parking 53% · Parking In A Main Road 42%,6,06:00–07:00 IST
"12.978,77.591",61,12.977752681967214,77.59092786885245,BTP041 - Gopal Gowda Circle,Cubbon Park,1,BTP041 - Gopal Gowda Circle,0.0,1,0.5068027210884354,0.013605442176870748,0.0,0.5068027210884354,1.0,20.75,No Parking 61% · Parking In A Main Road 26%,6,06:00–07:00 IST
"12.979,77.591",19,12.979053910526316,77.59105653157894,BTP041 - Gopal Gowda Circle,Cubbon Park,1,BTP041 - Gopal Gowda Circle,2.0,1,0.5020408163265306,0.004081632653061225,0.020202020202020204,0.5020408163265306,1.0,20.73,No Parking 57% · Parking In A Main Road 32%,7,07:00–08:00 IST
"12.952,77.59",18,12.95177573888889,77.59035092222223,BTP121 - KH Circle,Wilson Garden,1,BTP121 - KH Circle,2.0,1,0.5019274376417233,0.003854875283446712,0.020202020202020204,0.5019274376417233,1.0,20.72,No Parking 74% · Wrong Parking 21%,7,07:00–08:00 IST
"12.959,77.574",18,12.958831988888889,77.57416979444444,BTP104 - Medical College Circle,V.V.Puram (C.Pet),1,BTP104 - Medical College Circle,2.0,1,0.5019274376417233,0.003854875283446712,0.020202020202020204,0.5019274376417233,1.0,20.72,No Parking 70% · Wrong Parking 20%,5,05:00–06:00 IST
"12.961,77.577",56,12.961037039285713,77.57706423035714,BTP104 - Medical College Circle,City Market,1,BTP104 - Medical College Circle,0.0,1,0.5062358276643991,0.012471655328798186,0.0,0.5062358276643991,1.0,20.69,Wrong Parking 96% · No Parking 2%,5,05:00–06:00 IST
"12.969,77.577",55,12.968963098181819,77.57696483818181,BTP082 - KR Market Junction,City Market,1,BTP082 - KR Market Junction,0.0,1,0.5061224489795918,0.012244897959183673,0.0,0.5061224489795918,1.0,20.67,Wrong Parking 93% · No Parking 5%,8,08:00–09:00 IST
"12.937,77.605",34,12.936855314705882,77.60536287941176,BTP126 - Dairy Circle,Adugodi,1,BTP126 - Dairy Circle,1.0,1,0.5037414965986394,0.007482993197278911,0.010101010101010102,0.5037414965986394,1.0,20.66,No Parking 62% · Parking In A Main Road 19%,3,03:00–04:00 IST
"12.987,77.579",11,12.987135518181818,77.57891703636363,BTP054 - Shivananda Circle,High ground,1,BTP054 - Shivananda Circle,2.0,1,0.5011337868480725,0.0022675736961451248,0.020202020202020204,0.5011337868480725,1.0,20.63,No Parking 73% · Wrong Parking 27%,15,15:00–16:00 IST
"12.971,77.546",50,12.970855951999999,77.54638919,BTP020 - Hosahalli Metro Station,Vijayanagara,1,BTP020 - Hosahalli Metro Station,0.0,1,0.5055555555555555,0.011111111111111112,0.0,0.5055555555555555,1.0,20.61,No Parking 92% · Wrong Parking 6%,4,04:00–05:00 IST
"12.968,77.57",30,12.968011893333333,77.57021964333333,BTP085 - Briyand Circle,Chamarajpet,1,BTP085 - Briyand Circle,1.0,1,0.5032879818594105,0.006575963718820862,0.010101010101010102,0.5032879818594105,1.0,20.61,Wrong Parking 59% · No Parking 22%,7,07:00–08:00 IST
"12.961,77.56",19,12.9611193,77.56004728421053,BTP091 - Sirsi Circle,Chamarajpet,1,BTP091 - Sirsi Circle,1.5,1,0.5020408163265306,0.004081632653061225,0.015151515151515152,0.5020408163265306,1.0,20.6,No Parking 95% · Wrong Parking 5%,3,03:00–04:00 IST
"12.965,77.642",19,12.965298857894737,77.64165297368422,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",1.5,1,0.5020408163265306,0.004081632653061225,0.015151515151515152,0.5020408163265306,1.0,20.6,No Parking 60% · Parking In A Main Road 20%,14,14:00–15:00 IST
"12.962,77.635",9,12.961571935060725,77.63501150937145,"BTP145 - Sri Hatti Maramma Circle, Domluru",Halasur,1,"BTP145 - Sri Hatti Maramma Circle, Domluru",2.0,1,0.500907029478458,0.0018140589569160999,0.020202020202020204,0.500907029478458,1.0,20.6,No Parking 60% · Wrong Parking 30%,13,13:00–14:00 IST
"13.009,77.555",851,13.008763731962397,77.55499768190364,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,1,"BTP001 - 10th Cross, Dr. Rajkumar Road",0.0,0,0.5963718820861678,0.1927437641723356,0.0,0.5963718820861678,0.0,20.6,Wrong Parking 71% · No Parking 29%,10,10:00–11:00 IST
"12.952,77.591",28,12.95191545,77.590700125,BTP121 - KH Circle,Wilson Garden,1,BTP121 - KH Circle,1.0,1,0.503061224489796,0.006122448979591836,0.010101010101010102,0.503061224489796,1.0,20.59,No Parking 80% · Wrong Parking 13%,9,09:00–10:00 IST
"12.963,77.641",18,12.963357922222222,77.64136561666666,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",1.5,1,0.5019274376417233,0.003854875283446712,0.015151515151515152,0.5019274376417233,1.0,20.59,Wrong Parking 41% · No Parking 22%,4,04:00–05:00 IST
"12.938,77.599",17,12.937974458823529,77.59882238823529,BTP126 - Dairy Circle,Wilson Garden,1,BTP126 - Dairy Circle,1.5,1,0.5018140589569161,0.0036281179138321997,0.015151515151515152,0.5018140589569161,1.0,20.58,No Parking 100%,3,03:00–04:00 IST
"12.973,77.54",17,12.97343736198982,77.53968218600525,BTP028 - Vijayanagar Bus Stand Junction,Vijayanagara,1,BTP028 - Vijayanagar Bus Stand Junction,1.5,1,0.5018140589569161,0.0036281179138321997,0.015151515151515152,0.5018140589569161,1.0,20.58,Wrong Parking 94% · No Parking 6%,9,09:00–10:00 IST
"12.914,77.586",47,12.914004093617022,77.58582141276595,"BTP177 - Aurobindo Circle, ORR",J.P. Nagar,1,"BTP177 - Aurobindo Circle, ORR",0.0,1,0.5052154195011338,0.010430839002267574,0.0,0.5052154195011338,1.0,20.57,Wrong Parking 53% · No Parking 36%,12,12:00–13:00 IST
"12.928,77.597",16,12.92830879375,77.59724535625,"BTP127 - Sagar Hospital, Jayanagar",Jayanagara,1,"BTP127 - Sagar Hospital, Jayanagar",1.5,1,0.5017006802721088,0.003401360544217687,0.015151515151515152,0.5017006802721088,1.0,20.57,No Parking 27% · Parking In A Main Road 20%,10,10:00–11:00 IST
"12.974,77.542",16,12.97381570625,77.54185351875,BTP020 - Hosahalli Metro Station,Vijayanagara,1,BTP020 - Hosahalli Metro Station,1.5,1,0.5017006802721088,0.003401360544217687,0.015151515151515152,0.5017006802721088,1.0,20.57,Wrong Parking 62% · No Parking 38%,4,04:00–05:00 IST
"12.96,77.643",47,12.960360308423017,77.64292840914013,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",0.0,1,0.5052154195011338,0.010430839002267574,0.0,0.5052154195011338,1.0,20.57,No Parking 55% · Wrong Parking 23%,4,04:00–05:00 IST
"12.949,77.577",46,12.949188365217392,77.57686614130435,BTP193 - Vasavi Circle,V.V.Puram (C.Pet),1,BTP193 - Vasavi Circle,0.0,1,0.5051020408163265,0.01020408163265306,0.0,0.5051020408163265,1.0,20.56,No Parking 98% · Parking On Footpath 2%,4,04:00–05:00 IST
"12.955,77.582",26,12.954759107692308,77.58205983461538,BTP119 - Minerva Circle,City Market,1,BTP119 - Minerva Circle,1.0,1,0.5028344671201814,0.005668934240362812,0.010101010101010102,0.5028344671201814,1.0,20.56,Wrong Parking 78% · Parking In A Main Road 12%,11,11:00–12:00 IST
"12.986,77.581",25,12.986214536,77.580773444,BTP054 - Shivananda Circle,High ground,1,BTP054 - Shivananda Circle,1.0,1,0.5027210884353741,0.005442176870748299,0.010101010101010102,0.5027210884353741,1.0,20.55,No Parking 46% · Wrong Parking 43%,9,09:00–10:00 IST
"12.963,77.599",45,12.962769206666668,77.59856925777778,BTP100 - Richmond Circle,Ashok Nagar,1,BTP100 - Richmond Circle,0.0,1,0.5049886621315193,0.009977324263038548,0.0,0.5049886621315193,1.0,20.55,No Parking 71% · Wrong Parking 29%,4,04:00–05:00 IST
"12.962,77.577",45,12.961643611111112,77.57730742,BTP082 - KR Market Junction,City Market,1,BTP082 - KR Market Junction,0.0,1,0.5049886621315193,0.009977324263038548,0.0,0.5049886621315193,1.0,20.55,Wrong Parking 94% · No Parking 2%,5,05:00–06:00 IST
"12.978,77.565",14,12.978264564285714,77.5647007,BTP074 - Leprosy Hospital Junction,Magadi Road,1,BTP074 - Leprosy Hospital Junction,1.5,1,0.5014739229024944,0.0029478458049886623,0.015151515151515152,0.5014739229024944,1.0,20.54,Wrong Parking 86% · No Parking 14%,9,09:00–10:00 IST
"12.973,77.547",44,12.9727747,77.54730693636363,BTP069 - MC Circle,Magadi Road,1,BTP069 - MC Circle,0.0,1,0.5048752834467121,0.009750566893424037,0.0,0.5048752834467121,1.0,20.54,No Parking 78% · Wrong Parking 8%,4,04:00–05:00 IST
"12.99,77.589",13,12.990274753846155,77.58862756153846,"BTP033 - Sophia High School, Sankey Road",High ground,1,"BTP033 - Sophia High School, Sankey Road",1.5,1,0.501360544217687,0.0027210884353741495,0.015151515151515152,0.501360544217687,1.0,20.53,Wrong Parking 100%,10,10:00–11:00 IST
"12.906,77.595",13,12.905974046153846,77.59510156153846,BTP222 - Delmia Circle,J.P. Nagar,1,BTP222 - Delmia Circle,1.5,1,0.501360544217687,0.0027210884353741495,0.015151515151515152,0.501360544217687,1.0,20.53,No Parking 92% · Wrong Parking 8%,11,11:00–12:00 IST
